project_id,group_id,mention_handle,interval,total_commits,sum_lines_added,sum_lines_deleted,sum_lines_per_commit,active_days,last_minute_commits,total_merge_requests,merged_requests,review_comments_given,review_comments_received,total_issues_created,total_issues_assigned,issues_resolved,issue_participation,branches_created,merges_to_main_branch
50554307,74047902,naseixas,5,8,0,3250,3250,2,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,afonsomartins002,5,35,19892,5269,25161,12,0,4,3,14,15,5,10,4,10,104,107
50554307,74047902,hugopriva,5,25,571,321,892,10,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,tiagolopes,5,74,859,257,1116,10,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,uc2021229812,5,34,42162,663,42825,10,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,joel2001sebastiao,5,20,610,248029,248639,10,0,5,2,2,3,13,0,7,13,104,107
50554307,74047902,uc2021226149,5,18,185,83,268,8,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,yasminswerak,5,7,137,49,186,7,0,5,3,16,17,5,5,4,10,104,107
50554307,74047902,uc2021182524,5,42,16361,20250,36611,18,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,martateixeira002,5,11,186,71,257,8,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,josecoutinho,5,29,16859,20662,37521,14,0,11,10,13,37,10,6,10,11,104,107
50554307,74047902,kikobras15,5,9,245,28,273,7,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,miguelbas03,5,12,1035,376,1411,3,0,4,3,6,11,6,5,6,6,104,107
50554307,74047902,raquelquintela02,5,19,6875,2871,9746,7,0,6,6,8,23,15,20,14,15,104,107
50554307,74047902,tiago2003fb,5,21,919,174,1093,12,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,uc2021229679,5,9,21234,265,21499,7,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,carlosferreira,5,58,9130,6938,16068,22,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,netomargarida15,5,30,727,221,948,8,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,joanacardoso00,5,6,18,52,70,3,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,tomas.martins.alves,5,52,61771,65288,127059,18,0,13,11,34,19,16,13,13,22,104,107
50554307,74047902,j4jitoplayer,5,45,805760,551986,1357746,16,0,11,7,13,19,8,1,6,12,104,107
50554307,74047902,mimibbranco,5,8,370,305,675,4,0,4,4,0,8,3,0,3,2,104,107
50554307,74047902,vgamito01,5,4,15,12,27,1,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,joas.silva,5,18,1288,318,1606,5,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,guilhermecoelho913,5,36,908,378,1286,8,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,diogonunosantos,5,1,5,0,5,1,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,dinisisaev,5,62,4887,5773,10660,13,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,joaovictortfurukawa,5,21,194,91,285,6,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,juanferwar3,5,2,10,0,10,1,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,joaotomasfigueiras37,5,3,74,0,74,2,0,1,1,0,1,0,0,0,0,104,107
50554307,74047902,uc2020233122,5,18,17987,18822,36809,11,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,uc2018283211,5,80,2625,135,2760,24,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,carlos.ferreira2003,5,17,1272,1373,2645,7,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,uc2021220925,5,17,4848,167,5015,6,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,mzrela,5,2,0,0,0,1,0,0,0,0,0,1,0,1,0,104,107
50554307,74047902,idkdoi35,5,1,1432,3,1435,1,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,uc2021233507,5,8,642,254,896,2,0,0,0,0,0,0,0,0,0,104,107
50554307,74047902,pablitoamaral,5,11,144,43,187,3,0,3,3,3,6,7,7,7,9,104,107
50554307,74047902,tiago_lopes1218,5,0,0,0,0,0,0,5,1,56,6,11,1,11,22,104,107
50554307,74047902,kikobras,5,0,0,0,0,0,0,10,7,35,25,24,17,24,35,104,107
50554307,74047902,uc2020220399dei,5,0,0,0,0,0,0,5,3,10,14,14,11,13,16,104,107
50554307,74047902,JoanaCardoso,5,0,0,0,0,0,0,2,2,3,7,3,2,2,4,104,107
50554307,74047902,2001vaas,5,0,0,0,0,0,0,2,2,0,5,1,0,1,1,104,107
50554307,74047902,joas124,5,0,0,0,0,0,0,11,8,23,27,20,17,20,26,104,107
50554307,74047902,DinisIsaev,5,0,0,0,0,0,0,11,10,61,36,11,16,11,24,104,107
50554307,74047902,Carlos1004,5,0,0,0,0,0,0,11,10,90,34,20,12,17,37,104,107
50554307,74047902,JuanFer12,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,104,107
50554307,74047902,joaovfurukawa,5,0,0,0,0,0,0,1,1,3,5,3,2,3,4,104,107
50554307,74047902,Tiago10Cardoso,5,0,0,0,0,0,0,10,7,12,19,23,20,21,27,104,107
50554307,74047902,antonio.cardeira,5,0,0,0,0,0,0,8,7,16,34,7,11,6,9,104,107
50554307,74047902,oliv_tiago,5,0,0,0,0,0,0,7,7,28,44,20,11,20,21,104,107
50554307,74047902,margaridaneto,5,0,0,0,0,0,0,7,7,5,19,8,2,8,6,104,107
50554307,74047902,PacotesGP,5,0,0,0,0,0,0,8,3,20,21,15,11,14,17,104,107
50554307,74047902,guil913,5,0,0,0,0,0,0,7,7,0,14,17,2,16,15,104,107
50554307,74047902,martateixeira,5,0,0,0,0,0,0,1,1,1,2,4,3,4,6,104,107
50554307,74047902,Joker_Jesus,5,0,0,0,0,0,0,0,0,0,0,1,0,0,3,104,107
50554307,74047902,diogolapasantos,5,0,0,0,0,0,0,0,0,0,0,2,2,2,2,104,107
50554307,74047902,mzrela1,5,0,0,0,0,0,0,0,0,0,0,5,0,3,21,104,107
50554307,74047902,ricardito2905,5,0,0,0,0,0,0,0,0,0,0,2,1,2,2,104,107
