project_id,group_id,mention_handle,interval,total_commits,sum_lines_added,sum_lines_deleted,sum_lines_per_commit,active_days,last_minute_commits,total_merge_requests,merged_requests,review_comments_given,review_comments_received,total_issues_created,total_issues_assigned,issues_resolved,issue_participation,branches_created,merges_to_main_branch
50521584,74047902,naseixas,4,11,41,3250,3291,4,0,0,0,2,0,0,0,0,3,53,99
50521584,74047902,artur.gramkow,4,127,1007918,2060,1009978,31,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,joser0drigueswork,4,183,30093,21308,51401,42,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,jofranbranmacedo,4,74,10745,18869,29614,25,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,cecilia.carvalho23,4,78,2969,1730,4699,27,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,josemacedo,4,12,6436,17482,23918,9,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,anamorais,4,143,1384,469,1853,28,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,phdsantos,4,6,45,26,71,1,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,tomas7025,4,83,124234,39264,163498,29,0,0,0,0,0,20,19,20,38,53,99
50521584,74047902,rso.trabalho,4,260,278806,26935,305741,36,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,rafaelricardo403,4,113,6820,1616,8436,21,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,afonsosilvaduarteasd,4,31,161,23,184,14,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,franciscosilva.fs227,4,83,887,147,1034,26,0,0,0,0,0,24,22,24,32,53,99
50521584,74047902,uc2020217084,4,71,9223,1536,10759,23,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,mateusqueiroz,4,26,204,43,247,14,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,stefanospanagoulias.spl,4,10,6216,25,6241,4,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,joaosamueldiogo,4,67,316527,5122,321649,22,0,2,1,3,10,13,19,13,19,53,99
50521584,74047902,83210306+pedcastro22,4,33,1812,868,2680,14,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,mrfernandes,4,91,1134,449,1583,21,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,tiagoconceicao,4,4,237,9,246,3,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,raulrodrigues,4,8,577,10,587,3,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,catarinasilva2003,4,76,326728,12308,339036,19,0,8,7,8,17,20,28,20,28,53,99
50521584,74047902,mmarianaguiomar,4,59,8734,17994,26728,20,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,96994533+Miguel-MotaCruz,4,136,103487,12155,115642,30,0,0,0,0,0,0,0,0,0,53,99
50521584,74047902,miguel.motacruz,4,26,10096,4980,15076,11,0,0,0,0,0,0,0,0,0,53,99
