project_id,group_id,mention_handle,interval,total_commits,sum_lines_added,sum_lines_deleted,sum_lines_per_commit,active_days,last_minute_commits,total_merge_requests,merged_requests,review_comments_given,review_comments_received,total_issues_created,total_issues_assigned,issues_resolved,issue_participation,branches_created,merges_to_main_branch,Final Grade
61760919,93365912,rmsr2004,5,0,0,0,0,0,0,9,6,6,19,23,17,22,34,42,50,16
61760919,93365912,notimelikenow,5,0,0,0,0,0,0,4,3,32,29,5,6,5,28,42,50,17
61760919,93365912,alexrm1,5,0,0,0,0,0,0,1,1,0,1,30,31,30,34,42,50,16
61760919,93365912,iara03,5,0,0,0,0,0,0,1,1,2,5,11,10,11,22,42,50,13
61760919,93365912,inesnisa,5,0,0,0,0,0,0,1,1,5,10,6,7,6,19,42,50,12
61760919,93365912,cd728,5,0,0,0,0,0,0,4,4,5,9,4,5,4,7,42,50,15
61760919,93365912,simao_campanudo,5,0,0,0,0,0,0,1,1,0,1,7,8,5,13,42,50,15
61760919,93365912,guirodrigues8,5,0,0,0,0,0,0,1,1,1,17,11,19,11,26,42,50,13
61760919,93365912,edi.marques,5,0,0,0,0,0,0,0,0,3,0,7,11,7,15,42,50,12
61760919,93365912,msilva2203,5,0,0,0,0,0,0,0,0,7,0,35,33,35,48,42,50,15
61760919,93365912,crism17,5,0,0,0,0,0,0,0,0,2,0,9,12,9,23,42,50,11
61760919,93365912,davidmc03,5,0,0,0,0,0,0,0,0,1,0,8,9,5,12,42,50,15
61760919,93365912,goncalofferreira03,5,0,0,0,0,0,0,0,0,0,0,20,22,20,21,42,50,12
61760919,93365912,jsimoes04,5,0,0,0,0,0,0,0,0,0,0,6,15,4,13,42,50,15
61760919,93365912,rodrigocoelho99,5,0,0,0,0,0,0,0,0,0,0,9,9,8,21,42,50,11
61760919,93365912,afns,5,0,0,0,0,0,0,0,0,0,0,21,19,21,34,42,50,13
61760973,93365912,goncalonpb,5,101,1167686,4534,1172220,20,0,0,0,2,0,26,23,17,46,81,16,17
61760973,93365912,tiagomendes1992,5,37,13486,454,13940,7,0,0,0,0,0,3,12,0,10,81,16,15
61760973,93365912,brunomvilasboas,5,3,72,37,109,3,0,3,2,0,4,52,23,27,75,81,16,16
61760973,93365912,wmvenica,5,27,360,337,697,5,0,0,0,0,0,2,5,1,3,81,16,11
61760973,93365912,floureiro4,5,31,1456,409,1865,4,0,0,0,0,0,5,1,5,20,81,16,16
61760973,93365912,luis.miguel.vaz2004,5,55,4688,1948,6636,17,0,1,1,2,2,33,26,18,76,81,16,17
61760973,93365912,pedrogarciateixeira,5,8,215,91,306,2,0,0,0,0,0,0,0,0,0,81,16,1
61760973,93365912,evapx2003,5,8,110,22,132,2,0,3,0,7,10,0,9,0,8,81,16,4
61760973,93365912,tiago_silva_,5,0,0,0,0,0,0,3,2,27,7,56,52,50,59,81,16,18
61760973,93365912,pedrocarvlima,5,0,0,0,0,0,0,6,2,11,10,105,21,60,167,81,16,18
61760973,93365912,xicocaetano,5,0,0,0,0,0,0,3,2,1,5,42,36,32,47,81,16,18
61760973,93365912,shonunes,5,0,0,0,0,0,0,10,7,18,29,16,10,12,45,81,16,15
61760973,93365912,jotapegpng,5,0,0,0,0,0,0,1,0,2,2,6,1,6,12,81,16,15
61760973,93365912,joaodmendes,5,0,0,0,0,0,0,5,0,5,5,0,10,0,6,81,16,12
61760973,93365912,franciscopereira04,5,0,0,0,0,0,0,1,1,2,3,5,11,1,15,81,16,13
61760973,93365912,joao8domingos,5,0,0,0,0,0,0,1,0,1,1,36,44,1,60,81,16,17
61760973,93365912,laura_santos,5,0,0,0,0,0,0,0,0,0,0,14,12,13,38,81,16,15
