project_id,group_id,mention_handle,interval,total_commits,sum_lines_added,sum_lines_deleted,sum_lines_per_commit,active_days,last_minute_commits,total_merge_requests,merged_requests,review_comments_given,review_comments_received,total_issues_created,total_issues_assigned,issues_resolved,issue_participation,branches_created,merges_to_main_branch,Final Grade
50554274,74047902,joaopaiva03,4,0,0,0,0,0,0,14,13,31,74,25,19,25,27,2,278,16
50554274,74047902,salucosta,4,0,0,0,0,0,0,6,6,19,43,7,3,7,16,2,278,10
50554274,74047902,beatriz.pmonteiro,4,0,0,0,0,0,0,6,3,15,27,7,2,5,16,2,278,10
50554274,74047902,mjdutra,4,0,0,0,0,0,0,3,3,13,24,5,2,3,16,2,278,12
50554274,74047902,diogossilva03,4,0,0,0,0,0,0,21,19,58,120,24,13,24,33,2,278,15
50554274,74047902,arlouro,4,0,0,0,0,0,0,6,6,36,46,5,4,5,19,2,278,16
50554328,74047902,fsrosendo02,4,117,40822,1302,42124,17,0,15,14,43,43,37,29,37,50,11,187,15
50554328,74047902,estevao.abreu40,4,236,98140,10163,108303,29,0,24,17,129,80,26,26,26,54,11,187,15
50554328,74047902,77duarte77,4,29,4211,3418,7629,9,0,7,6,10,28,6,7,6,6,11,187,10
50554328,74047902,mpintodacunha,4,5,86,4,90,2,0,0,0,2,0,2,0,2,3,11,187,10
50554328,74047902,simaosousa,4,83,4717,885,5602,22,0,22,15,64,73,25,19,25,31,11,187,15
50554328,74047902,thejacknives,4,0,0,0,0,0,0,11,10,64,47,14,23,14,31,11,187,15
50554328,74047902,mmagueijo,4,0,0,0,0,0,0,13,13,52,74,23,24,23,23,11,187,10
50554328,74047902,filipesoares06,4,0,0,0,0,0,0,4,3,13,14,12,12,12,12,11,187,7
50554328,74047902,gininha,4,0,0,0,0,0,0,3,2,71,11,12,20,12,23,11,187,15
50554328,74047902,denecio,4,0,0,0,0,0,0,18,11,172,70,15,16,15,36,11,187,15
50554328,74047902,alexandracosta,4,0,0,0,0,0,0,12,11,17,45,18,15,18,20,11,187,14
50554328,74047902,francisco_querido,4,0,0,0,0,0,0,6,5,2,15,19,12,19,25,11,187,16
50554328,74047902,miguel_braga,4,0,0,0,0,0,0,9,7,23,36,8,7,8,13,11,187,15
50554328,74047902,dtoandre,4,0,0,0,0,0,0,13,11,14,42,17,14,17,20,11,187,12
50554328,74047902,pedro-14,4,0,0,0,0,0,0,8,7,37,47,15,20,15,15,11,187,10
50554328,74047902,luishenriques3,4,0,0,0,0,0,0,7,6,13,22,15,7,15,17,11,187,12
50554328,74047902,generaltt,4,0,0,0,0,0,0,8,7,6,17,9,9,9,10,11,187,10
50554328,74047902,joao_mat0s,4,0,0,0,0,0,0,1,1,0,2,5,3,5,5,11,187,7
61760822,93365912,pedrito4315,4,61,951,203,1154,13,0,11,10,63,51,10,8,8,32,98,104,13
61760822,93365912,mpintodacunha,4,59,2366,846,3212,11,0,5,4,17,12,5,13,5,21,98,104,13
61760822,93365912,andretorga4,4,37,1004,197,1201,6,0,5,3,10,11,2,10,2,11,98,104,14
61760822,93365912,claudioc3472,4,52,704,163,867,11,0,5,5,13,15,6,17,4,21,98,104,13
61760822,93365912,rodmb18,4,37,766,143,909,8,0,4,3,7,11,2,8,0,11,98,104,12
61760822,93365912,duartepereira,4,1,2,0,2,1,0,0,0,0,0,0,0,0,0,98,104,14
61760822,93365912,miguelapcalado,4,39,545,152,697,10,0,9,9,15,18,2,12,0,16,98,104,13
61760822,93365912,silviosaldanha,4,9,29,5,34,4,0,3,2,17,18,2,25,2,37,98,104,12
61760822,93365912,joaodias0012,4,2,1,1,2,2,0,3,3,13,19,3,8,0,4,98,104,12
61760822,93365912,jnsbcoelho,4,0,0,0,0,0,0,8,7,40,17,32,15,18,39,98,104,14
61760822,93365912,tmdbts,4,0,0,0,0,0,0,8,8,52,39,96,25,73,147,98,104,14
61760822,93365912,igorreis2,4,0,0,0,0,0,0,7,6,15,15,76,19,34,90,98,104,13
61760822,93365912,jbarraca,4,0,0,0,0,0,0,3,3,2,8,2,13,0,13,98,104,12
61760822,93365912,miguelpsantos,4,0,0,0,0,0,0,6,5,14,11,1,18,0,24,98,104,13
61760822,93365912,joaoquerido,4,0,0,0,0,0,0,5,4,29,54,4,20,1,31,98,104,12
61760822,93365912,vazeta,4,0,0,0,0,0,0,5,4,46,25,24,9,1,39,98,104,14
