project_id,group_id,mention_handle,interval,total_commits,sum_lines_added,sum_lines_deleted,sum_lines_per_commit,active_days,last_minute_commits,total_merge_requests,merged_requests,review_comments_given,review_comments_received,total_issues_created,total_issues_assigned,issues_resolved,issue_participation,branches_created,merges_to_main_branch
50554251,74047902,Jonas12343J,3,0,0,0,0,0,0,9,9,85,103,7,15,7,24,2,293
50554251,74047902,miguel_miranda20,3,0,0,0,0,0,0,20,20,95,128,43,21,43,56,2,293
50554251,74047902,mshrmoo,3,0,0,0,0,0,0,8,8,55,64,15,12,15,28,2,293
50554251,74047902,ghost1,3,0,0,0,0,0,0,19,19,470,200,15,0,15,109,2,293
50554251,74047902,miguelleopoldoUC,3,0,0,0,0,0,0,21,21,46,141,53,31,53,65,2,293
50554251,74047902,GustaTheCreator,3,0,0,0,0,0,0,20,20,160,147,48,25,48,43,2,293
50554251,74047902,Francisco933,3,0,0,0,0,0,0,1,1,1,6,1,1,1,2,2,293
50554251,74047902,Malbuquerque03,3,0,0,0,0,0,0,3,3,17,26,2,5,2,7,2,293
50554251,74047902,martasqpp,3,0,0,0,0,0,0,4,4,22,32,5,5,5,8,2,293
50554251,74047902,pedromureira,3,0,0,0,0,0,0,1,1,2,7,1,1,1,2,2,293
50554251,74047902,pl2_service_account,3,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,293
